fecha,finca,latitud,longitud,producto,sistema_productivo,vacas,vacas_produccion,vaconas,terneras,toros,toretes,terneros,vacas_muertas,terneras_muertas,toros_muertos,terneros_muertos,vacas_faenadas,vacas_vendidas,toros_faenados,toros_vendidos,partos_totales,edad_primer_parto_meses,peso_vacas,peso_terneras,peso_toros,peso_terneros,peso_sacrificio_vaconas,peso_sacrificio_toretes,grasa_leche,proteina_leche,produccion_leche_litro_animal_dia,periodo_lactancia_meses,superficie_pastos_ha,edad_pasto_vacas,edad_pasto_otros,superficie_mezclas,pasto_corte_vaca_kg,pasto_corte_otros_kg,excretas_sin_manejo,excretas_dispersion_diaria,excretas_liquido_fango,excretas_compostaje,excretas_digestor_anaerobico,excretas_lote_secado,excretas_almacenamiento_solido,excretas_laguna_anaerobica,excretas_incinera
2018,GZ1FP1,-1.8226,-80.2669,Carne,MARGINAL,29,6,15,5,1,5,5,0,2,0,1,0,3,0,0,10,36,370,20,600,30,250,300,3.24,3.42,3.5,5,0,1,1,0,10,10,100,0,0,0,0,0,0,0,0
